id;text;tag
N001.jpg;tan;B-ORG
N001.jpg;woon;I-ORG
N001.jpg;yann;ORG
N001.jpg;BOOK;O
N001.jpg;TA-K;O
N001.jpg;(TAMAN;O
N001.jpg;DAYA);O
N001.jpg;SDN;O
N001.jpg;BHD;O
N001.jpg;NO.5?;O
N001.jpg;55,57;O
N001.jpg;&;O
N001.jpg;59;O
N001.jpg;JALAN;O
N001.jpg;SAGU;O
N001.jpg;18;O
N001.jpg;TAMAN;O
N001.jpg;DAYA;O
N001.jpg;81100;O
N001.jpg;JOHOR;O
N001.jpg;BAHRU,;O
N001.jpg;JOHOR.;O
N001.jpg;A;O
N001.jpg;Document;O
N001.jpg;No;O
N001.jpg;:;O
N001.jpg;TDO1167104;B-CARDINAL
N001.jpg;Date;O
N001.jpg;25/12/2018;B-DATE
N001.jpg;08:13:39;O
N001.jpg;PM;O
N001.jpg;Cashier;O
N001.jpg;MANIS;O
N001.jpg;Member;O
N001.jpg;CASH;O
N001.jpg;BILL;O
N001.jpg;CODE/DESC;O
N001.jpg;PRICE;O
N001.jpg;AMOUHT;O
N001.jpg; ;O
N001.jpg;Quy;O
N001.jpg;RM;O
N001.jpg;RM;O
N001.jpg;9,56E+12;O
N001.jpg;KF;O
N001.jpg;MODELLING;O
N001.jpg;CLAY;O
N001.jpg;KIDDY;O
N001.jpg;FISH;O
N001.jpg;*;O
N001.jpg;9.00);O
N001.jpg;6;O
N001.jpg;9.00;B-MONEY
N001.jpg;Total;O
N001.jpg;:;O
N001.jpg;9.00;B-MONEY
N001.jpg;Rour;O
N001.jpg;ding;O
N001.jpg;Adjustment;O
N001.jpg;0.00;O
N001.jpg;Round::d;O
N001.jpg;Total;O
N001.jpg;(RM):;O
N001.jpg;9.60;O
N001.jpg;Cash;O
N001.jpg;CHANGE;O
N001.jpg;  ;O
N001.jpg;GOODS;O
N001.jpg;SOLD;O
N001.jpg;ARE;O
N001.jpg;NOT;O
N001.jpg;RETURNAR;O
N001.jpg;EXCHANGEABLE;O
N001.jpg; ;O
N001.jpg;THANK;O
N001.jpg;YOU.;O
N001.jpg;PLEASE;O
N001.jpg;COME;O
N001.jpg;AGATY;O
N002.jpg;tan;B-ORG
N002.jpg;woon;I-ORG
N002.jpg;yann;I-ORG
N002.jpg;INDAH;O
N002.jpg;GIFT;O
N002.jpg;&;O
N002.jpg;HOME;O
N002.jpg;BECO;O
N002.jpg;27;O
N002.jpg;JALAN;O
N002.jpg;DEDAP;O
N002.jpg;13;O
N002.jpg;TANAN;O
N002.jpg;JOHOR;O
N002.jpg;JAYA,;O
N002.jpg;81100;O
N002.jpg;JOHOR;O
N002.jpg;BAHRU,;O
N002.jpg;JOHOR.;O
N002.jpg;Tel:07-3507405;O
N002.jpg;Fax:07-3558160;O
N002.jpg;RECEIPT;O
N002.jpg;19/10/2018;B-DATE
N002.jpg;20:49:59;O
N002.jpg;#01;O
N002.jpg;Cashier:;O
N002.jpg;CN;O
N002.jpg;Location/SP:;O
N002.jpg;5;O
N002.jpg;/0531;O
N002.jpg;MB:;O
N002.jpg;4026588;O
N002.jpg;Room;O
N002.jpg;No:;O
N002.jpg;Of;O
N002.jpg;50100025279;O
N002.jpg;Gty;O
N002.jpg;Price;O
N002.jpg;Amt/(RH);O
N002.jpg;ST-PRIVILEGE;O
N002.jpg;CARD/GD;O
N002.jpg;INDAH;O
N002.jpg;89888;O
N002.jpg;1;O
N002.jpg;10.00;O
N002.jpg;10.00;O
N002.jpg;GF-TABLE;O
N002.jpg;LAMP/STITCH;O
N002.jpg;<i>;O
N002.jpg;62483;O
N002.jpg;1;O
N002.jpg;55.90;B-MONEY
N002.jpg;55.90;B-MONEY
N002.jpg;10.00%;O
N002.jpg;HTotal;O
N002.jpg;Qty;O
N002.jpg;2;O
N002.jpg;TOTAL;O
N002.jpg;AHT.;O
N002.jpg;ROUNDING;O
N002.jpg;ADI.;O
N002.jpg; ;O
N002.jpg;  ;O
N002.jpg; ;O
N002.jpg;Thank;O
N002.jpg;You;O
N002.jpg;!;O
N002.jpg;Please;O
N002.jpg;Come;O
N002.jpg;Again;O
N002.jpg;!;O
N002.jpg;Goods;O
N002.jpg;Sold;O
N002.jpg;Are;O
N002.jpg;Not;O
N002.jpg;Retu:;O
N002.jpg;Healing;O
N002.jpg;In;O
N002.jpg;Wholesale;O
N002.jpg;And;O
N002.jpg;  ;O
N003.jpg;tan;B-ORG
N003.jpg;woon;I-ORG
N003.jpg;yann;I-ORG
N003.jpg;MR;O
N003.jpg;O.1.¥.;O
N003.jpg;(JOHOR);O
N003.jpg;SDN;O
N003.jpg;BHD;O
N003.jpg;(CO.REG;O
N003.jpg;:933109-x);O
N003.jpg;LOT;O
N003.jpg;1851-A;O
N003.jpg;&;O
N003.jpg;1851-B,;O
N003.jpg;JALAN;O
N003.jpg;KPB;O
N003.jpg;6;O
N003.jpg;KAWASAN;O
N003.jpg;PERINDUSTRIAN;O
N003.jpg;BALAKONG;O
N003.jpg;,;O
N003.jpg;43300;O
N003.jpg;SERI;O
N003.jpg;KEMBANGAN,;O
N003.jpg;SELANGOR;O
N003.jpg;(MR;O
N003.jpg;DIY;O
N003.jpg;TESCO;O
N003.jpg;TERBAU);O
N003.jpg;~INVOICE~;O
N003.jpg; ;O
N003.jpg;CHOPPING;O
N003.jpg;BOARD;O
N003.jpg;35.5x25.5CM;O
N003.jpg;803M#;O
N003.jpg;EZiOHDOS;O
N003.jpg;-;O
N003.jpg;24;O
N003.jpg;8970669;O
N003.jpg;1X;O
N003.jpg;19.00;O
N003.jpg;19.00;O
N003.jpg;AIR;O
N003.jpg;PRESSURE;O
N003.jpg;SPRAYER;O
N003.jpg;SX-§75-1;O
N003.jpg;1.5L;O
N003.jpg;HCO3-7;O
N003.jpg;-;O
N003.jpg;15;O
N003.jpg;9066468;O
N003.jpg;8.02;O
N003.jpg;8.02;O
N003.jpg;WAXCO;O
N003.jpg;WINDSHILED;O
N003.jpg;120ML;O
N003.jpg;WAI4-3A;O
N003.jpg;-;O
N003.jpg;48;O
N003.jpg;8,56E+12;O
N003.jpg;1X;O
N003.jpg;3.02;O
N003.jpg;3,02;O
N003.jpg;BOPP;O
N003.jpg;TAPE;O
N003.jpg;CLEAR;O
N003.jpg;FZ-04;O
N003.jpg;-;O
N003.jpg;36;O
N003.jpg;6,94E+12;O
N003.jpg;1X;O
N003.jpg;3,88;O
N003.jpg;3,88;O
N003.jpg;Item(s);O
N003.jpg;:;O
N003.jpg;4;O
N003.jpg;Qty(s);O
N003.jpg;:;O
N003.jpg;4;O
N003.jpg; ;O
N003.jpg;   ;O
N003.jpg;TOTAL;O
N003.jpg;RM;O
N003.jpg;33;O
N003.jpg;92;O
N003.jpg;ROUNDING;O
N003.jpg;#NOM?;O
N003.jpg;0.02;O
N003.jpg;TOTAL;O
N003.jpg;ROUNDED;O
N003.jpg;RH;O
N003.jpg;33,9;O
N003.jpg;CASH;O
N003.jpg;RM;O
N003.jpg;50.00;O
N003.jpg;CHANGE;O
N003.jpg;RM;O
N003.jpg;16.10;O
N003.jpg;----------;O
N003.jpg;*;O
N003.jpg;12/01/2019;B-DATE
N003.jpg;21:13;O
N003.jpg;ZKO9;O
N003.jpg;14;O
N003.jpg;OPERATOR;O
N003.jpg;TRAINEE;O
N003.jpg;CASHIER;O
N003.jpg;EXCHANGE;O
N003.jpg;ARE;O
N003.jpg;ALLOWED;O
N003.jpg;WITHIN;O
N003.jpg;7;O
N003.jpg;DAYS;O
N003.jpg;WITH;O
N003.jpg;RECEIPT.;O
N003.jpg;STRICTLY;O
N003.jpg;NO;O
N003.jpg;CASH;O
N003.jpg;REFUND.;O
N004.jpg;tan;B-ORG
N004.jpg;woon;I-ORG
N004.jpg;yann;I-ORG
N004.jpg;YONGFATT;O
N004.jpg;ENTERPRISE;O
N004.jpg;NO;O
N004.jpg;122.124.;O
N004.jpg;JALAN;O
N004.jpg;DEDAP;O
N004.jpg;13;O
N004.jpg;81100;O
N004.jpg;JOHOR;O
N004.jpg;BAHRU;O
N004.jpg; ;O
N004.jpg; ;O
N004.jpg;TEL;O
N004.jpg;07-352;O
